12:00|mid-day|"That light came from a line, not a point in the sky, because the place where Dajeil Gelian lived was not an ordinary world. The single strand of fuzzy incandescence began near the far, seaward horizon, stretched across the sky and disappeared over the foliage-strewn lip of the two-thousand-metre-high cliff a kilometre behind the beach and the single tower. At dawn, the sun-line would have appeared to rise from the horizon to starboard; at mid-day it would be directly above the tower, and at sunset it would seem to disappear into the sea to port. It was mid-morning now, and the line lay about half-way up the sky, describing a glowing arc across the vault like some vast slow-moving skipping rope forever twirling above the day."|Excession|"Iain M. Banks"
"ap 02:50"|Two-fifty|"Fivetide, who was from a family of the sort that would describe itself as comfortably off rather than rich, and to whom fifty suckers was half a month’s disposable income, flinched microscopically, then slapped another tentacle down on top of the first one. ‘Scumpouch alien!’ he shouted theatrically. ‘You imply that a measly two hundred is a fit bet for an officer of my standing? Two-fifty!’"|Excession|"Iain M. Banks"
"ap 02:31"|2.31|"∞ 
x Not Invented Here (MSV, Desert Class): 
Read. Also henotic? 
∞ 
x Wisdom Like Silence (GSV, Continent class): 
But the Not Invented Here was reported destroyed in 2.31! Identify 
yourself, you liar! Security breach! What is going on here? 
∞ 
x Shoot Them Later (Eccentric, Culture Ulterior, AhForgetIt tendency 
[t. rated Integration Factor 73%, vessel rated 99%]): 
Tee hee. 
∞ 
x Full Refund (Homomdan ‘Empire’ Class Main Battle Unit [original 
name MBU 604] Convertcraft [vessel rated Integration Factor 80% {nb; 
self-assessed}]): 
Add delitescent. 
∞ 
x Wisdom Like Silence (GSV, Continent class): 
What! We can’t have a self-assessed ex-enemy craft privy to M32-level 
matters! What is going on here? Security breach! I invoke my authority as 
convener of this Group to suspend all M32 level discussion immediately 
and until further notice while a full security review is carried out. 
∞ 
x Different Tan (GCU, Mountain Class): 
Indeed so, perhaps. Even - whisper it - an outrance? 
∞ 
x Wisdom Like Silence (GSV, Continent class): 
The Different Tan is also not an accredited member of this Core Group! 
This has gone far enough! We hereby-- 
∞ 
Switching document/comments track.] 
[New M32-level Core Group formed. 
Name: Interesting Times Gang (Act IV). 
Group initially comprises all previously mentioned craft except Wisdom

Like Silence (GSV, Continent class).] 
∞ 
x Star Turn (Rock, First Era): 
Filing name change. 
From: Star Turn"|Excession|"Iain M. Banks"
"< 12:00"|"before noon"|"‘Oh,’ the machine said, aura field briefly grey with frustration. ‘All right. Late breakfast. But before noon, in any event.’"|Excession|"Iain M. Banks"
"ap 03:00"|three|"The Desert Class had been the first type of General Systems Vehicle the Culture had constructed, providing the original template for the Very Large Fast Self-Sufficient Ship concept. At three-and-a-bit klicks in length it was tiny by today’s standards - ships twice its length and eight times its volume were routinely constructed inside GSVs the size of the Sleeper Service and the whole class had been demoted to Medium Systems Vehicle status - but it certainly had the distinction of age; the Not Invented Here had been around for nearly two millennia and boasted a long and interesting career, coming as close as the Culture’s distributed and democratic military command structure had allowed to being in advisory control of several fleets in the course of the Idiran War. It was now in that equivalent of serenely glorious senescence that affected some ancient Minds; no longer producing many smaller ships, taking relatively little to do with Contact’s normal business, and keeping itself relatively sparsely populated."|Excession|"Iain M. Banks"
11:30|"half an hour to noon"|"Her neural lace had woken up already with the adrenaline rush. It told her it was half an hour to noon. Shit. She’d thought she’d set an alarm to wake her an hour ago. She’d meant to. Must have slipped her mind due to the fun; hormonal re-prioritisation. Well, it happened."|Excession|"Iain M. Banks"
12:00|noon|"They were in the outer gallery of Iphetra, a long reception area lined with windows and old paintings; it looked out to the formal gardens and Interior Space One beyond. A couple of traveltubes waited beyond doors set into the wall full of portraits. She’d told everybody to rendezvous here. She’d missed the noon deadline by over an hour, but there were certain things about one’s toilet that simply couldn’t be rushed, and - as she’d told a briefly but fetchingly incandescently furious Churt Lyne from her milk-bath - if she was really that important to all these top-secret plans, SC had no choice but to wait. As a concession to the urgency of the situation she had left her face unadorned, tied her hair back into a simple bun and slipped into a conservatively patterned loose pants and jacket combination; even choosing her jewellery for the day had taken no more than five minutes."|Excession|"Iain M. Banks"
"ap 03:26"|"Three hours, twenty-six minutes"|"Three hours, twenty-six minutes and seventeen seconds after setting off, the General Systems Vehicle Sleeper Service reached its nominal Terminal Acceleration Point. This was where it ought to stop gaining speed, plump for one of the two hyperspatial volumes and just cruise along at a nice steady velocity."|Excession|"Iain M. Banks"
"ap 02:21"|two-twenty-one|"Dear holy shit, if it was all engine even the superlifter wouldn’t be able to keep up with it. The average Plate class could sustain about one hundred and four kilolights more or less indefinitely; a good Range class, which was what the Yawning Angel had always been proud to count itself as, could easily beat that by forty kilolights. A Cliff class superlifter was ninety per cent engine; faster even than a Rapid Offensive Unit in short bursts. The Charitable View could hit two-twenty-one flat out, but that was only supposed to be for an hour or two at a time; that was chase speed, catch-up speed, not something it could maintain for long."|Excession|"Iain M. Banks"
"ap 02:15"|two-fifteen|"The Charitable View’s tone had already turned from one of amusement to amazement, then bewilderment. Now it was plain peevish. The Sleeper Service was topping the two-fifteen mark and showing no signs of slowing down. The superlifter would have to break away within minutes if it didn’t top-out soon. It asked for instructions."|Excession|"Iain M. Banks"
